Gene	Group	Source
YDR417C	RP	Gasch_2017
YDR454C	RP	Gasch_2017
YEL026W	RP	Gasch_2017
YER025W	RP	Gasch_2017
YGL102C	RP	Gasch_2017
YHR128W	RP	Gasch_2017
YJL138C	RP	Gasch_2017
YKL056C	RP	Gasch_2017
YKL081W	RP	Gasch_2017
YKR059W	RP	Gasch_2017
YLL044W	RP	Gasch_2017
YLR062C	RP	Gasch_2017
YLR339C	RP	Gasch_2017
YML022W	RP	Gasch_2017
YMR116C	RP	Gasch_2017
YMR146C	RP	Gasch_2017
YNL119W	RP	Gasch_2017
YNL209W	RP	Gasch_2017
YPL142C	RP	Gasch_2017
YPR044C	RP	Gasch_2017
YBL027W	RP	Gasch_2017
YBL072C	RP	Gasch_2017
YBL087C	RP	Gasch_2017
YBL092W	RP	Gasch_2017
YBR031W	RP	Gasch_2017
YBR048W	RP	Gasch_2017
YBR084C-A	RP	Gasch_2017
YBR181C	RP	Gasch_2017
YBR189W	RP	Gasch_2017
YBR191W	RP	Gasch_2017
YCR031C	RP	Gasch_2017
YDL061C	RP	Gasch_2017
YDL075W	RP	Gasch_2017
YDL081C	RP	Gasch_2017
YDL082W	RP	Gasch_2017
YDL083C	RP	Gasch_2017
YDL136W	RP	Gasch_2017
YDL191W	RP	Gasch_2017
YDR012W	RP	Gasch_2017
YDR025W	RP	Gasch_2017
YDR064W	RP	Gasch_2017
YDR382W	RP	Gasch_2017
YDR418W	RP	Gasch_2017
YDR447C	RP	Gasch_2017
YDR450W	RP	Gasch_2017
YDR471W	RP	Gasch_2017
YDR500C	RP	Gasch_2017
YEL054C	RP	Gasch_2017
YER056C-A	RP	Gasch_2017
YER074W	RP	Gasch_2017
YER102W	RP	Gasch_2017
YER117W	RP	Gasch_2017
YER131W	RP	Gasch_2017
YFR031C-A	RP	Gasch_2017
YGL030W	RP	Gasch_2017
YGL031C	RP	Gasch_2017
YGL076C	RP	Gasch_2017
YGL103W	RP	Gasch_2017
YGL123W	RP	Gasch_2017
YGL135W	RP	Gasch_2017
YGL147C	RP	Gasch_2017
YGL189C	RP	Gasch_2017
YGR027C	RP	Gasch_2017
YGR034W	RP	Gasch_2017
YGR085C	RP	Gasch_2017
YGR118W	RP	Gasch_2017
YGR148C	RP	Gasch_2017
YGR214W	RP	Gasch_2017
YHL001W	RP	Gasch_2017
YHL033C	RP	Gasch_2017
YHR010W	RP	Gasch_2017
YHR021C	RP	Gasch_2017
YHR141C	RP	Gasch_2017
YHR203C	RP	Gasch_2017
YIL018W	RP	Gasch_2017
YIL052C	RP	Gasch_2017
YIL133C	RP	Gasch_2017
YIL148W	RP	Gasch_2017
YJL136C	RP	Gasch_2017
YJL177W	RP	Gasch_2017
YJL189W	RP	Gasch_2017
YJL190C	RP	Gasch_2017
YJL191W	RP	Gasch_2017
YJR094W-A	RP	Gasch_2017
YJR123W	RP	Gasch_2017
YJR145C	RP	Gasch_2017
YKL006W	RP	Gasch_2017
YKL156W	RP	Gasch_2017
YKL180W	RP	Gasch_2017
YKR057W	RP	Gasch_2017
YKR094C	RP	Gasch_2017
YLL045C	RP	Gasch_2017
YLR009W	RP	Gasch_2017
YLR029C	RP	Gasch_2017
YLR048W	RP	Gasch_2017
YLR061W	RP	Gasch_2017
YLR075W	RP	Gasch_2017
YLR167W	RP	Gasch_2017
YLR185W	RP	Gasch_2017
YLR264W	RP	Gasch_2017
YLR325C	RP	Gasch_2017
YLR333C	RP	Gasch_2017
YLR340W	RP	Gasch_2017
YLR344W	RP	Gasch_2017
YLR367W	RP	Gasch_2017
YLR388W	RP	Gasch_2017
YLR441C	RP	Gasch_2017
YLR448W	RP	Gasch_2017
YML024W	RP	Gasch_2017
YML026C	RP	Gasch_2017
YML063W	RP	Gasch_2017
YML073C	RP	Gasch_2017
YMR121C	RP	Gasch_2017
YMR142C	RP	Gasch_2017
YMR143W	RP	Gasch_2017
YMR194W	RP	Gasch_2017
YMR230W	RP	Gasch_2017
YMR242C	RP	Gasch_2017
YNL002C	RP	Gasch_2017
YNL067W	RP	Gasch_2017
YNL069C	RP	Gasch_2017
YNL096C	RP	Gasch_2017
YNL162W	RP	Gasch_2017
YNL178W	RP	Gasch_2017
YNL301C	RP	Gasch_2017
YNL302C	RP	Gasch_2017
YOL039W	RP	Gasch_2017
YOL040C	RP	Gasch_2017
YOL120C	RP	Gasch_2017
YOL121C	RP	Gasch_2017
YOL127W	RP	Gasch_2017
YOR063W	RP	Gasch_2017
YOR096W	RP	Gasch_2017
YOR167C	RP	Gasch_2017
YOR182C	RP	Gasch_2017
YOR234C	RP	Gasch_2017
YOR293W	RP	Gasch_2017
YOR312C	RP	Gasch_2017
YOR369C	RP	Gasch_2017
YPL079W	RP	Gasch_2017
YPL081W	RP	Gasch_2017
YPL090C	RP	Gasch_2017
YPL143W	RP	Gasch_2017
YPL198W	RP	Gasch_2017
YPL220W	RP	Gasch_2017
YPR043W	RP	Gasch_2017
YPR102C	RP	Gasch_2017
YPR132W	RP	Gasch_2017
YDL130W	RP	Gasch_2017
YDL133C-A	RP	Gasch_2017
YDL184C	RP	Gasch_2017
YFL034C-A	RP	Gasch_2017
YFR032C-A	RP	Gasch_2017
YHL015W	RP	Gasch_2017
YIL069C	RP	Gasch_2017
YLR287C-A	RP	Gasch_2017
YLR406C	RP	Gasch_2017
YPL131W	RP	Gasch_2017
YPL249C-A	RP	Gasch_2017
YAL061W	iESR	Gasch_2017
YBL049W	iESR	Gasch_2017
YBL064C	iESR	Gasch_2017
YBL075C	iESR	Gasch_2017
YBL078C	iESR	Gasch_2017
YBR006W	iESR	Gasch_2017
YBR026C	iESR	Gasch_2017
YBR052C	iESR	Gasch_2017
YBR053C	iESR	Gasch_2017
YBR056W	iESR	Gasch_2017
YBR072W	iESR	Gasch_2017
YBR126C	iESR	Gasch_2017
YBR139W	iESR	Gasch_2017
YBR149W	iESR	Gasch_2017
YBR169C	iESR	Gasch_2017
YBR183W	iESR	Gasch_2017
YBR204C	iESR	Gasch_2017
YBR230C	iESR	Gasch_2017
YBR269C	iESR	Gasch_2017
YBR285W	iESR	Gasch_2017
YBR287W	iESR	Gasch_2017
YCL035C	iESR	Gasch_2017
YCL040W	iESR	Gasch_2017
YCL042W	iESR	Gasch_2017
YCR004C	iESR	Gasch_2017
YCR061W	iESR	Gasch_2017
YCR091W	iESR	Gasch_2017
YDL021W	iESR	Gasch_2017
YDL022W	iESR	Gasch_2017
YDL023C	iESR	Gasch_2017
YDL027C	iESR	Gasch_2017
YDL110C	iESR	Gasch_2017
YDL124W	iESR	Gasch_2017
YDL199C	iESR	Gasch_2017
YDL204W	iESR	Gasch_2017
YDL222C	iESR	Gasch_2017
YDR001C	iESR	Gasch_2017
YDR003W	iESR	Gasch_2017
YDR032C	iESR	Gasch_2017
YDR059C	iESR	Gasch_2017
YDR070C	iESR	Gasch_2017
YDR074W	iESR	Gasch_2017
YDR085C	iESR	Gasch_2017
YDR096W	iESR	Gasch_2017
YDR169C	iESR	Gasch_2017
YDR171W	iESR	Gasch_2017
YDR204W	iESR	Gasch_2017
YDR254W	iESR	Gasch_2017
YDR255C	iESR	Gasch_2017
YDR258C	iESR	Gasch_2017
YDR272W	iESR	Gasch_2017
YDR286C	iESR	Gasch_2017
YDR287W	iESR	Gasch_2017
YDR350C	iESR	Gasch_2017
YDR358W	iESR	Gasch_2017
YDR368W	iESR	Gasch_2017
YDR380W	iESR	Gasch_2017
YDR453C	iESR	Gasch_2017
YDR512C	iESR	Gasch_2017
YDR513W	iESR	Gasch_2017
YDR516C	iESR	Gasch_2017
YDR533C	iESR	Gasch_2017
YEL005C	iESR	Gasch_2017
YEL011W	iESR	Gasch_2017
YEL012W	iESR	Gasch_2017
YEL039C	iESR	Gasch_2017
YEL060C	iESR	Gasch_2017
YER035W	iESR	Gasch_2017
YER037W	iESR	Gasch_2017
YER038C	iESR	Gasch_2017
YER053C	iESR	Gasch_2017
YER079W	iESR	Gasch_2017
YER103W	iESR	Gasch_2017
YER119C	iESR	Gasch_2017
YER141W	iESR	Gasch_2017
YER142C	iESR	Gasch_2017
YER150W	iESR	Gasch_2017
YER158C	iESR	Gasch_2017
YFL014W	iESR	Gasch_2017
YFL044C	iESR	Gasch_2017
YFR053C	iESR	Gasch_2017
YGL006W	iESR	Gasch_2017
YGL010W	iESR	Gasch_2017
YGL037C	iESR	Gasch_2017
YGL059W	iESR	Gasch_2017
YGL087C	iESR	Gasch_2017
YGL096W	iESR	Gasch_2017
YGL104C	iESR	Gasch_2017
YGL121C	iESR	Gasch_2017
YGL156W	iESR	Gasch_2017
YGL180W	iESR	Gasch_2017
YGL208W	iESR	Gasch_2017
YGL248W	iESR	Gasch_2017
YGR008C	iESR	Gasch_2017
YGR019W	iESR	Gasch_2017
YGR023W	iESR	Gasch_2017
YGR043C	iESR	Gasch_2017
YGR088W	iESR	Gasch_2017
YGR127W	iESR	Gasch_2017
YGR149W	iESR	Gasch_2017
YGR161C	iESR	Gasch_2017
YGR194C	iESR	Gasch_2017
YGR201C	iESR	Gasch_2017
YGR209C	iESR	Gasch_2017
YGR237C	iESR	Gasch_2017
YGR248W	iESR	Gasch_2017
YGR250C	iESR	Gasch_2017
YGR256W	iESR	Gasch_2017
YHL021C	iESR	Gasch_2017
YHR087W	iESR	Gasch_2017
YHR096C	iESR	Gasch_2017
YHR097C	iESR	Gasch_2017
YHR104W	iESR	Gasch_2017
YHR112C	iESR	Gasch_2017
YHR137W	iESR	Gasch_2017
YHR138C	iESR	Gasch_2017
YHR171W	iESR	Gasch_2017
YIL045W	iESR	Gasch_2017
YIL097W	iESR	Gasch_2017
YIL099W	iESR	Gasch_2017
YIL101C	iESR	Gasch_2017
YIL107C	iESR	Gasch_2017
YIL113W	iESR	Gasch_2017
YIL120W	iESR	Gasch_2017
YIL124W	iESR	Gasch_2017
YIL136W	iESR	Gasch_2017
YIR037W	iESR	Gasch_2017
YIR038C	iESR	Gasch_2017
YIR039C	iESR	Gasch_2017
YJL015C	iESR	Gasch_2017
YJL048C	iESR	Gasch_2017
YJL057C	iESR	Gasch_2017
YJL066C	iESR	Gasch_2017
YJL068C	iESR	Gasch_2017
YJL103C	iESR	Gasch_2017
YJL132W	iESR	Gasch_2017
YJL141C	iESR	Gasch_2017
YJL142C	iESR	Gasch_2017
YJL144W	iESR	Gasch_2017
YJL155C	iESR	Gasch_2017
YJL161W	iESR	Gasch_2017
YJL163C	iESR	Gasch_2017
YJL164C	iESR	Gasch_2017
YJR008W	iESR	Gasch_2017
YJR025C	iESR	Gasch_2017
YJR059W	iESR	Gasch_2017
YJR066W	iESR	Gasch_2017
YJR096W	iESR	Gasch_2017
YJR104C	iESR	Gasch_2017
YKL026C	iESR	Gasch_2017
YKL035W	iESR	Gasch_2017
YKL065C	iESR	Gasch_2017
YKL067W	iESR	Gasch_2017
YKL091C	iESR	Gasch_2017
YKL093W	iESR	Gasch_2017
YKL100C	iESR	Gasch_2017
YKL103C	iESR	Gasch_2017
YKL121W	iESR	Gasch_2017
YKL124W	iESR	Gasch_2017
YKL133C	iESR	Gasch_2017
YKL142W	iESR	Gasch_2017
YKL150W	iESR	Gasch_2017
YKL151C	iESR	Gasch_2017
YKL188C	iESR	Gasch_2017
YKL193C	iESR	Gasch_2017
YKR009C	iESR	Gasch_2017
YKR011C	iESR	Gasch_2017
YKR049C	iESR	Gasch_2017
YKR058W	iESR	Gasch_2017
YKR066C	iESR	Gasch_2017
YKR067W	iESR	Gasch_2017
YKR076W	iESR	Gasch_2017
YLL019C	iESR	Gasch_2017
YLL020C	iESR	Gasch_2017
YLL026W	iESR	Gasch_2017
YLL039C	iESR	Gasch_2017
YLR001C	iESR	Gasch_2017
YLR080W	iESR	Gasch_2017
YLR142W	iESR	Gasch_2017
YLR149C	iESR	Gasch_2017
YLR152C	iESR	Gasch_2017
YLR178C	iESR	Gasch_2017
YLR250W	iESR	Gasch_2017
YLR251W	iESR	Gasch_2017
YLR252W	iESR	Gasch_2017
YLR258W	iESR	Gasch_2017
YLR267W	iESR	Gasch_2017
YLR270W	iESR	Gasch_2017
YLR290C	iESR	Gasch_2017
YLR299W	iESR	Gasch_2017
YLR312C	iESR	Gasch_2017
YLR327C	iESR	Gasch_2017
YLR345W	iESR	Gasch_2017
YLR356W	iESR	Gasch_2017
YLR370C	iESR	Gasch_2017
YML004C	iESR	Gasch_2017
YML042W	iESR	Gasch_2017
YML100W	iESR	Gasch_2017
YML110C	iESR	Gasch_2017
YML128C	iESR	Gasch_2017
YML131W	iESR	Gasch_2017
YMR041C	iESR	Gasch_2017
YMR053C	iESR	Gasch_2017
YMR081C	iESR	Gasch_2017
YMR090W	iESR	Gasch_2017
YMR105C	iESR	Gasch_2017
YMR110C	iESR	Gasch_2017
YMR136W	iESR	Gasch_2017
YMR139W	iESR	Gasch_2017
YMR155W	iESR	Gasch_2017
YMR169C	iESR	Gasch_2017
YMR170C	iESR	Gasch_2017
YMR173W	iESR	Gasch_2017
YMR173W-A	iESR	Gasch_2017
YMR174C	iESR	Gasch_2017
YMR181C	iESR	Gasch_2017
YMR196W	iESR	Gasch_2017
YMR197C	iESR	Gasch_2017
YMR250W	iESR	Gasch_2017
YMR251W	iESR	Gasch_2017
YMR251W-A	iESR	Gasch_2017
YMR253C	iESR	Gasch_2017
YMR271C	iESR	Gasch_2017
YMR291W	iESR	Gasch_2017
YMR297W	iESR	Gasch_2017
YMR302C	iESR	Gasch_2017
YMR304W	iESR	Gasch_2017
YMR315W	iESR	Gasch_2017
YNL009W	iESR	Gasch_2017
YNL015W	iESR	Gasch_2017
YNL055C	iESR	Gasch_2017
YNL115C	iESR	Gasch_2017
YNL134C	iESR	Gasch_2017
YNL160W	iESR	Gasch_2017
YNL183C	iESR	Gasch_2017
YNL194C	iESR	Gasch_2017
YNL195C	iESR	Gasch_2017
YNL200C	iESR	Gasch_2017
YNL208W	iESR	Gasch_2017
YNL241C	iESR	Gasch_2017
YNL274C	iESR	Gasch_2017
YNL305C	iESR	Gasch_2017
YNR001C	iESR	Gasch_2017
YNR002C	iESR	Gasch_2017
YOL048C	iESR	Gasch_2017
YOL082W	iESR	Gasch_2017
YOL083W	iESR	Gasch_2017
YOL084W	iESR	Gasch_2017
YOL150C	iESR	Gasch_2017
YOL151W	iESR	Gasch_2017
YOL153C	iESR	Gasch_2017
YOR052C	iESR	Gasch_2017
YOR152C	iESR	Gasch_2017
YOR161C	iESR	Gasch_2017
YOR173W	iESR	Gasch_2017
YOR185C	iESR	Gasch_2017
YOR220W	iESR	Gasch_2017
YOR285W	iESR	Gasch_2017
YOR289W	iESR	Gasch_2017
YOR317W	iESR	Gasch_2017
YOR374W	iESR	Gasch_2017
YPL004C	iESR	Gasch_2017
YPL054W	iESR	Gasch_2017
YPL087W	iESR	Gasch_2017
YPL152W	iESR	Gasch_2017
YPL154C	iESR	Gasch_2017
YPL165C	iESR	Gasch_2017
YPL166W	iESR	Gasch_2017
YPL186C	iESR	Gasch_2017
YPL196W	iESR	Gasch_2017
YPL203W	iESR	Gasch_2017
YPL230W	iESR	Gasch_2017
YPR026W	iESR	Gasch_2017
YPR067W	iESR	Gasch_2017
YPR098C	iESR	Gasch_2017
YPR149W	iESR	Gasch_2017
YPR150W	iESR	Gasch_2017
YPR151C	iESR	Gasch_2017
YPR184W	iESR	Gasch_2017
YAL003W	RiBi	Gasch_2017
YAL025C	RiBi	Gasch_2017
YAL035W	RiBi	Gasch_2017
YAL036C	RiBi	Gasch_2017
YAL038W	RiBi	Gasch_2017
YAL059W	RiBi	Gasch_2017
YBL024W	RiBi	Gasch_2017
YBL028C	RiBi	Gasch_2017
YBL035C	RiBi	Gasch_2017
YBL039C	RiBi	Gasch_2017
YBL054W	RiBi	Gasch_2017
YBL068W	RiBi	Gasch_2017
YBL077W	RiBi	Gasch_2017
YBR025C	RiBi	Gasch_2017
YBR030W	RiBi	Gasch_2017
YBR034C	RiBi	Gasch_2017
YBR061C	RiBi	Gasch_2017
YBR079C	RiBi	Gasch_2017
YBR084W	RiBi	Gasch_2017
YBR106W	RiBi	Gasch_2017
YBR118W	RiBi	Gasch_2017
YBR121C	RiBi	Gasch_2017
YBR142W	RiBi	Gasch_2017
YBR143C	RiBi	Gasch_2017
YBR154C	RiBi	Gasch_2017
YBR155W	RiBi	Gasch_2017
YBR238C	RiBi	Gasch_2017
YBR246W	RiBi	Gasch_2017
YBR247C	RiBi	Gasch_2017
YBR249C	RiBi	Gasch_2017
YBR252W	RiBi	Gasch_2017
YBR267W	RiBi	Gasch_2017
YBR283C	RiBi	Gasch_2017
YCL031C	RiBi	Gasch_2017
YCL037C	RiBi	Gasch_2017
YCL045C	RiBi	Gasch_2017
YCL054W	RiBi	Gasch_2017
YCL059C	RiBi	Gasch_2017
YCR016W	RiBi	Gasch_2017
YCR034W	RiBi	Gasch_2017
YCR035C	RiBi	Gasch_2017
YCR053W	RiBi	Gasch_2017
YCR057C	RiBi	Gasch_2017
YCR072C	RiBi	Gasch_2017
YDL031W	RiBi	Gasch_2017
YDL051W	RiBi	Gasch_2017
YDL060W	RiBi	Gasch_2017
YDL063C	RiBi	Gasch_2017
YDL084W	RiBi	Gasch_2017
YDL111C	RiBi	Gasch_2017
YDL143W	RiBi	Gasch_2017
YDL150W	RiBi	Gasch_2017
YDL153C	RiBi	Gasch_2017
YDL167C	RiBi	Gasch_2017
YDL201W	RiBi	Gasch_2017
YDR023W	RiBi	Gasch_2017
YDR037W	RiBi	Gasch_2017
YDR083W	RiBi	Gasch_2017
YDR087C	RiBi	Gasch_2017
YDR091C	RiBi	Gasch_2017
YDR097C	RiBi	Gasch_2017
YDR101C	RiBi	Gasch_2017
YDR120C	RiBi	Gasch_2017
YDR152W	RiBi	Gasch_2017
YDR161W	RiBi	Gasch_2017
YDR165W	RiBi	Gasch_2017
YDR172W	RiBi	Gasch_2017
YDR184C	RiBi	Gasch_2017
YDR190C	RiBi	Gasch_2017
YDR211W	RiBi	Gasch_2017
YDR233C	RiBi	Gasch_2017
YDR280W	RiBi	Gasch_2017
YDR300C	RiBi	Gasch_2017
YDR312W	RiBi	Gasch_2017
YDR321W	RiBi	Gasch_2017
YDR324C	RiBi	Gasch_2017
YDR339C	RiBi	Gasch_2017
YDR341C	RiBi	Gasch_2017
YDR346C	RiBi	Gasch_2017
YDR361C	RiBi	Gasch_2017
YDR365C	RiBi	Gasch_2017
YDR385W	RiBi	Gasch_2017
YDR398W	RiBi	Gasch_2017
YDR412W	RiBi	Gasch_2017
YDR413C	RiBi	Gasch_2017
YDR429C	RiBi	Gasch_2017
YDR440W	RiBi	Gasch_2017
YDR449C	RiBi	Gasch_2017
YDR465C	RiBi	Gasch_2017
YDR496C	RiBi	Gasch_2017
YEL040W	RiBi	Gasch_2017
YEL042W	RiBi	Gasch_2017
YER006W	RiBi	Gasch_2017
YER009W	RiBi	Gasch_2017
YER036C	RiBi	Gasch_2017
YER043C	RiBi	Gasch_2017
YER049W	RiBi	Gasch_2017
YER070W	RiBi	Gasch_2017
YER082C	RiBi	Gasch_2017
YER110C	RiBi	Gasch_2017
YER118C	RiBi	Gasch_2017
YER126C	RiBi	Gasch_2017
YER127W	RiBi	Gasch_2017
YER165W	RiBi	Gasch_2017
YFL002C	RiBi	Gasch_2017
YFL022C	RiBi	Gasch_2017
YFL023W	RiBi	Gasch_2017
YFL045C	RiBi	Gasch_2017
YFR001W	RiBi	Gasch_2017
YGL008C	RiBi	Gasch_2017
YGL029W	RiBi	Gasch_2017
YGL070C	RiBi	Gasch_2017
YGL078C	RiBi	Gasch_2017
YGL097W	RiBi	Gasch_2017
YGL099W	RiBi	Gasch_2017
YGL111W	RiBi	Gasch_2017
YGL120C	RiBi	Gasch_2017
YGL148W	RiBi	Gasch_2017
YGL169W	RiBi	Gasch_2017
YGL171W	RiBi	Gasch_2017
YGL213C	RiBi	Gasch_2017
YGL225W	RiBi	Gasch_2017
YGR054W	RiBi	Gasch_2017
YGR078C	RiBi	Gasch_2017
YGR081C	RiBi	Gasch_2017
YGR083C	RiBi	Gasch_2017
YGR094W	RiBi	Gasch_2017
YGR103W	RiBi	Gasch_2017
YGR123C	RiBi	Gasch_2017
YGR124W	RiBi	Gasch_2017
YGR128C	RiBi	Gasch_2017
YGR145W	RiBi	Gasch_2017
YGR152C	RiBi	Gasch_2017
YGR158C	RiBi	Gasch_2017
YGR160W	RiBi	Gasch_2017
YGR162W	RiBi	Gasch_2017
YGR173W	RiBi	Gasch_2017
