Gene	Group	Source
YML060W	G1	Spellman_1998
YAR007C	G1	Spellman_1998
YLL002W	G1	Spellman_1998
YGR221C	G1	Spellman_1998
YLR458W	G1	Spellman_1998
YML020W	G1	Spellman_1998
YDR440W	G1	Spellman_1998
YKL103C	G1	Spellman_1998
YOL017W	G1	Spellman_1998
YGR189C	G1	Spellman_1998
YER124C	G1	Spellman_1998
YLR212C	G1	Spellman_1998
YER149C	G1	Spellman_1998
YDR144C	G1	Spellman_1998
YBR087W	G1	Spellman_1998
YML027W	G1	Spellman_1998
YHR153C	G1	Spellman_1998
YDR053W	G1	Spellman_1998
YHR159W	G1	Spellman_1998
YLR235C	G1	Spellman_1998
YOR075W	G1	Spellman_1998
YBR073W	G1	Spellman_1998
YGR153W	G1	Spellman_1998
YJL187C	G1	Spellman_1998
YOR115C	G1	Spellman_1998
YNL181W	G1	Spellman_1998
YHR143W	G1	Spellman_1998
YNL289W	G1	Spellman_1998
YLR236C	G1	Spellman_1998
YHR127W	G1	Spellman_1998
YLR183C	G1	Spellman_1998
YOR320C	G1	Spellman_1998
YBR089W	G1	Spellman_1998
YPL256C	G1	Spellman_1998
YFL060C	G1	Spellman_1998
YLR343W	G1	Spellman_1998
YNL262W	G1	Spellman_1998
YDL018C	G1	Spellman_1998
YPL209C	G1	Spellman_1998
YKL089W	G1	Spellman_1998
YIL141W	G1	Spellman_1998
YER170W	G1	Spellman_1998
YER095W	G1	Spellman_1998
YMR199W	G1	Spellman_1998
YDR279W	G1	Spellman_1998
YGL195W	G1	Spellman_1998
YHR110W	G1	Spellman_1998
YJR043C	G1	Spellman_1998
YOL007C	G1	Spellman_1998
YLL022C	G1	Spellman_1998
YOL019W	G1	Spellman_1998
YOL090W	G1	Spellman_1998
YJR154W	G1	Spellman_1998
YLR231C	G1	Spellman_1998
YIL132C	G1	Spellman_1998
YLR135W	G1	Spellman_1998
YNL300W	G1	Spellman_1998
YJR006W	G1	Spellman_1998
YJL018W	G1	Spellman_1998
YDL101C	G1	Spellman_1998
YKR012C	G1	Spellman_1998
YJR148W	G1	Spellman_1998
YKR091W	G1	Spellman_1998
YLR121C	G1	Spellman_1998
YDL095W	G1	Spellman_1998
YDL093W	G1	Spellman_1998
YLR234W	G1	Spellman_1998
YKR090W	G1	Spellman_1998
YLR050C	G1	Spellman_1998
YIL140W	G1	Spellman_1998
YAL053W	G1	Spellman_1998
YIL025C	G1	Spellman_1998
YDR461W	G1	Spellman_1998
YKR013W	G1	Spellman_1998
YDR400W	G1	Spellman_1998
YJL072C	G1	Spellman_1998
YNL169C	G1	Spellman_1998
YER152C	G1	Spellman_1998
YMR305C	G1	Spellman_1998
YPL208W	G1	Spellman_1998
YDR501W	G1	Spellman_1998
YML061C	G1	Spellman_1998
YML021C	G1	Spellman_1998
YLR151C	G1	Spellman_1998
YGR014W	G1	Spellman_1998
YDR353W	G1	Spellman_1998
YPL241C	G1	Spellman_1998
YGL061C	G1	Spellman_1998
YLR383W	G1	Spellman_1998
YKL101W	G1	Spellman_1998
YBR007C	G1	Spellman_1998
YDL096C	G1	Spellman_1998
YOR248W	G1	Spellman_1998
YOR176W	G1	Spellman_1998
YIL076W	G1	Spellman_1998
YOR114W	G1	Spellman_1998
YOR247W	G1	Spellman_1998
YNL165W	G1	Spellman_1998
YER001W	G1	Spellman_1998
YKL066W	G1	Spellman_1998
YGL060W	G1	Spellman_1998
YJL019W	G1	Spellman_1998
YLR154C	G1	Spellman_1998
YHR154W	G1	Spellman_1998
YOR283W	G1	Spellman_1998
YER118C	G1	Spellman_1998
YDL211C	G1	Spellman_1998
YBR161W	G1	Spellman_1998
YOR083W	G1	Spellman_1998
YGR188C	G1	Spellman_1998
YER016W	G1	Spellman_1998
YEL047C	G1	Spellman_1998
YDL157C	G1	Spellman_1998
YHR173C	G1	Spellman_1998
YKL067W	G1	Spellman_1998
YOR195W	G1	Spellman_1998
YJL091C	G1	Spellman_1998
YML109W	G1	Spellman_1998
YPL124W	G1	Spellman_1998
YGL027C	G1	Spellman_1998
YLR300W	G1	Spellman_1998
YNL263C	G1	Spellman_1998
YOL016C	G1	Spellman_1998
YHR172W	G1	Spellman_1998
YPR076W	G1	Spellman_1998
YDR488C	G1	Spellman_1998
YPR106W	G1	Spellman_1998
YGL093W	G1	Spellman_1998
YOR084W	G1	Spellman_1998
YLR326W	G1	Spellman_1998
YNL126W	G1	Spellman_1998
YDR297W	G1	Spellman_1998
YNL166C	G1	Spellman_1998
YJL173C	G1	Spellman_1998
YNL208W	G1	Spellman_1998
YDR113C	G1	Spellman_1998
YLR372W	G1	Spellman_1998
YPR075C	G1	Spellman_1998
YGL200C	G1	Spellman_1998
YPR141C	G1	Spellman_1998
YBL009W	G1	Spellman_1998
YKL127W	G1	Spellman_1998
YER019W	G1	Spellman_1998
YLL012W	G1	Spellman_1998
YLR342W	G1	Spellman_1998
YDR356W	G1	Spellman_1998
YMR307W	G1	Spellman_1998
YPL032C	G1	Spellman_1998
YGR140W	G1	Spellman_1998
YDL055C	G1	Spellman_1998
YGR055W	G1	Spellman_1998
YLR380W	G1	Spellman_1998
YOR372C	G1	Spellman_1998
YEL061C	S	Spellman_1998
YIL117C	S	Spellman_1998
YMR295C	S	Spellman_1998
YBR009C	S	Spellman_1998
YNL030W	S	Spellman_1998
YOR250C	S	Spellman_1998
YBR010W	S	Spellman_1998
YPL054W	S	Spellman_1998
YIL144W	S	Spellman_1998
YJL201W	S	Spellman_1998
YBL002W	S	Spellman_1998
YDR355C	S	Spellman_1998
YGL225W	S	Spellman_1998
YKL008C	S	Spellman_1998
YML117W	S	Spellman_1998
YML012W	S	Spellman_1998
YNL031C	S	Spellman_1998
YIR017C	S	Spellman_1998
YDR224C	S	Spellman_1998
YMR144W	S	Spellman_1998
YIL074C	S	Spellman_1998
YNR066C	S	Spellman_1998
YPL269W	S	Spellman_1998
YDR225W	S	Spellman_1998
YGL184C	S	Spellman_1998
YLL062C	S	Spellman_1998
YPR107C	S	Spellman_1998
YBL003C	S	Spellman_1998
YPR159W	S	Spellman_1998
YKL001C	S	Spellman_1998
YHR030C	S	Spellman_1998
YAL067C	S	Spellman_1998
YJL092W	S	Spellman_1998
YEL068C	S	Spellman_1998
YPL127C	S	Spellman_1998
YLR045C	S	Spellman_1998
YKR037C	S	Spellman_1998
YER003C	S	Spellman_1998
YGR113W	S	Spellman_1998
YEL060C	S	Spellman_1998
YHR061C	S	Spellman_1998
YNL283C	S	Spellman_1998
YDR261C	S	Spellman_1998
YER091C	S	Spellman_1998
YPL250C	S	Spellman_1998
YPL274W	S	Spellman_1998
YGR099W	S	Spellman_1998
YKR069W	S	Spellman_1998
YKR010C	S	Spellman_1998
YHR098C	S	Spellman_1998
YOR073W	S	Spellman_1998
YMR238W	S	Spellman_1998
YDR247W	S	Spellman_1998
YBL063W	S	Spellman_1998
YPR034W	S	Spellman_1998
YDR451C	S	Spellman_1998
YDR448W	S	Spellman_1998
YPL253C	S	Spellman_1998
YJL118W	S	Spellman_1998
YBR008C	S	Spellman_1998
YNR009W	S	Spellman_1998
YLR455W	S	Spellman_1998
YOL012C	S	Spellman_1998
YJL119C	S	Spellman_1998
YFR030W	S	Spellman_1998
YGL125W	S	Spellman_1998
YJR137C	S	Spellman_1998
YEL042W	S	Spellman_1998
YLL061W	S	Spellman_1998
YOR188W	S	Spellman_1998
YKL065C	S	Spellman_1998
YOR391C	G2	Spellman_1998
YJR001W	G2	Spellman_1998
YLR302C	G2	Spellman_1998
YOL058W	G2	Spellman_1998
YLR210W	G2	Spellman_1998
YLR288C	G2	Spellman_1998
YLR303W	G2	Spellman_1998
YNL276C	G2	Spellman_1998
YHR086W	G2	Spellman_1998
YLR373C	G2	Spellman_1998
YOL112W	G2	Spellman_1998
YER018C	G2	Spellman_1998
YNL216W	G2	Spellman_1998
YGL216W	G2	Spellman_1998
YOL088C	G2	Spellman_1998
YNL197C	G2	Spellman_1998
YKL035W	G2	Spellman_1998
YBR243C	G2	Spellman_1998
YGR124W	G2	Spellman_1998
YJR010W	G2	Spellman_1998
YIL135C	G2	Spellman_1998
YIR010W	G2	Spellman_1998
YKL048C	G2	Spellman_1998
YHR208W	G2	Spellman_1998
YJL060W	G2	Spellman_1998
YNL043C	G2	Spellman_1998
YPL116W	G2	Spellman_1998
YKL096W	G2	Spellman_1998
YBR256C	G2	Spellman_1998
YMR163C	G2	Spellman_1998
YIL129C	G2	Spellman_1998
YJL099W	G2	Spellman_1998
YMR215W	G2	Spellman_1998
YER042W	G2	Spellman_1998
YKL052C	G2	Spellman_1998
YER032W	G2	Spellman_1998
YLR180W	G2	Spellman_1998
YDR302W	G2	Spellman_1998
YLR209C	G2	Spellman_1998
YHR178W	G2	Spellman_1998
YIL123W	G2	Spellman_1998
YMR003W	G2	Spellman_1998
YOR324C	G2	Spellman_1998
YMR198W	G2	Spellman_1998
YEL017W	G2	Spellman_1998
YHR006W	G2	Spellman_1998
YPR167C	G2	Spellman_1998
YPR155C	G2	Spellman_1998
YPL264C	G2	Spellman_1998
YOR323C	G2	Spellman_1998
YLR225C	G2	Spellman_1998
YHR108W	G2	Spellman_1998
YHR146W	G2	Spellman_1998
YPL133C	G2	Spellman_1998
YNL176C	G2	Spellman_1998
YIL131C	G2	Spellman_1998
YGL101W	G2	Spellman_1998
YDR130C	G2	Spellman_1998
YKR041W	G2	Spellman_1998
YGL212W	G2	Spellman_1998
YHR135C	G2	Spellman_1998
YJL134W	G2	Spellman_1998
YMR278W	G2	Spellman_1998
YMR055C	G2	Spellman_1998
YKL069W	G2	Spellman_1998
YPL128C	G2	Spellman_1998
YCR069W	G2	Spellman_1998
YIL050W	G2	Spellman_1998
YJL158C	G2	Spellman_1998
YJL137C	G2	Spellman_1998
YNL003C	G2	Spellman_1998
YOL114C	G2	Spellman_1998
YIL072W	G2	Spellman_1998
YOR332W	G2	Spellman_1998
YLR142W	G2	Spellman_1998
YML125C	G2	Spellman_1998
YML065W	G2	Spellman_1998
YOR235W	G2	Spellman_1998
YFL037W	G2	Spellman_1998
YJR048W	G2	Spellman_1998
YBL052C	G2	Spellman_1998
YPL025C	G2	Spellman_1998
YJR110W	G2	Spellman_1998
YLR056W	G2	Spellman_1998
YCL062W	G2	Spellman_1998
YDR149C	G2	Spellman_1998
YPL075W	G2	Spellman_1998
YOR337W	G2	Spellman_1998
YBR133C	G2	Spellman_1998
YDR089W	G2	Spellman_1998
YCL025C	G2	Spellman_1998
YDR346C	G2	Spellman_1998
YMR183C	G2	Spellman_1998
YLR437C	G2	Spellman_1998
YDR011W	G2	Spellman_1998
YCLX09W	G2	Spellman_1998
YMR002W	G2	Spellman_1998
YIL138C	G2	Spellman_1998
YLR058C	G2	Spellman_1998
YLR099C	G2	Spellman_1998
YML072C	G2	Spellman_1998
YOL030W	G2	Spellman_1998
YCL013W	G2	Spellman_1998
YOR152C	G2	Spellman_1998
YLL032C	G2	Spellman_1998
YLR169W	G2	Spellman_1998
YGR138C	G2	Spellman_1998
YDR029W	G2	Spellman_1998
YPL155C	G2	Spellman_1998
YPL141C	G2	Spellman_1998
YCL014W	G2	Spellman_1998
YML058W	G2	Spellman_1998
YKL004W	G2	Spellman_1998
YPL021W	G2	Spellman_1998
YKL183W	G2	Spellman_1998
YKL096W-A	G2	Spellman_1998
YCR002C	G2	Spellman_1998
YKR039W	G2	Spellman_1998
YCL063W	G2	Spellman_1998
YPR111W	M	Spellman_1998
YDR150W	G2	Spellman_1998
YNL037C	M	Spellman_1998
YIL158W	M	Spellman_1998
YCL012W	M	Spellman_1998
YPR045C	M	Spellman_1998
YHR205W	M	Spellman_1998
YOR153W	M	Spellman_1998
YOR105W	M	Spellman_1998
YBR242W	M	Spellman_1998
YIL011W	M	Spellman_1998
YKR046C	M	Spellman_1998
YOL069W	M	Spellman_1998
YGL021W	M	Spellman_1998
YOR129C	M	Spellman_1998
YMR015C	M	Spellman_1998
YOL014W	M	Spellman_1998
YJR092W	M	Spellman_1998
YML120C	M	Spellman_1998
YBR086C	M	Spellman_1998
YIL094C	M	Spellman_1998
YNL171C	M	Spellman_1998
YOR298W	M	Spellman_1998
YGR035C	M	Spellman_1998
YML034W	M	Spellman_1998
YNL172W	M	Spellman_1998
YPR014C	M	Spellman_1998
YHR137W	M	Spellman_1998
YFR039C	M	Spellman_1998
YOR315W	M	Spellman_1998
YHL028W	M	Spellman_1998
YJL051W	M	Spellman_1998
YML052W	M	Spellman_1998
YLR098C	M	Spellman_1998
YML033W	M	Spellman_1998
YLR353W	M	Spellman_1998
YGR279C	M	Spellman_1998
YML123C	M	Spellman_1998
YMR189W	M	Spellman_1998
YPL265W	M	Spellman_1998
YPL111W	M	Spellman_1998
YPR013C	M	Spellman_1998
YGR240C	M	Spellman_1998
YMR001C	M	Spellman_1998
YIL056W	M	Spellman_1998
YMR145C	M	Spellman_1998
YMR202W	M	Spellman_1998
YLR131C	M	Spellman_1998
YOR025W	M	Spellman_1998
YHR023W	M	Spellman_1998
YPR128C	M	Spellman_1998
YOR258W	M	Spellman_1998
YKL172W	M	Spellman_1998
YGR108W	M	Spellman_1998
YJR003C	M	Spellman_1998
YPR156C	M	Spellman_1998
YLR438W	M	Spellman_1998
YPR119W	M	Spellman_1998
YML035C-A	M	Spellman_1998
YIL122W	M	Spellman_1998
YIL106W	M	Spellman_1998
YGL255W	M	Spellman_1998
YKL130C	M	Spellman_1998
YGL209W	M	Spellman_1998
YDR146C	M	Spellman_1998
YBR138C	M	Spellman_1998
YDR276C	M	Spellman_1998
YPR157W	M	Spellman_1998
YLR214W	M	Spellman_1998
YPL242C	M	Spellman_1998
YLR084C	M	Spellman_1998
YHR029C	M	Spellman_1998
YML116W	M	Spellman_1998
YIL162W	M	Spellman_1998
YKR021W	M	Spellman_1998
YPR138C	M	Spellman_1998
YOR104W	M	Spellman_1998
YDL048C	M	Spellman_1998
YOL132W	M	Spellman_1998
YOR256C	M	Spellman_1998
YPR149W	M	Spellman_1998
YNL111C	M	Spellman_1998
YLR034C	M	Spellman_1998
YOR058C	M	Spellman_1998
YGR176W	M	Spellman_1998
YLR190W	M	Spellman_1998
YBR139W	M	Spellman_1998
YCRX05W	M	Spellman_1998
YGR259C	M	Spellman_1998
YMR032W	M	Spellman_1998
YGR177C	M	Spellman_1998
YNR050C	M	Spellman_1998
YPL058C	M	Spellman_1998
YOL158C	M	Spellman_1998
YDR432W	M	Spellman_1998
YDL180W	M	Spellman_1998
YLL028W	M	Spellman_1998
YLR095C	M	Spellman_1998
YML066C	M	Spellman_1998
YBL030C	M	Spellman_1998
YGL008C	M	Spellman_1998
YIL119C	M	Spellman_1998
YBL098W	M	Spellman_1998
YML119W	M	Spellman_1998
YCL043C	M	Spellman_1998
YBR038W	M	Spellman_1998
YMR058W	M	Spellman_1998
YBL100C	M	Spellman_1998
YEL065W	M	Spellman_1998
YCR024C-A	M	Spellman_1998
YML064C	M	Spellman_1998
YKL043W	M	Spellman_1998
YPL036W	M	Spellman_1998
YGL116W	M	Spellman_1998
YOR314W	M	Spellman_1998
YOR023C	M	Spellman_1998
YOR383C	M	Spellman_1998
YOR313C	M	Spellman_1998
YGL162W	M	Spellman_1998
YBR093C	M	Spellman_1998
YOL150C	M	Spellman_1998
YCL038C	M	Spellman_1998
YOR273C	M	Spellman_1998
YGR260W	M	Spellman_1998
YBR094W	M	Spellman_1998
YHR152W	M	Spellman_1998
YKL044W	M	Spellman_1998
YBR069C	M	Spellman_1998
YOL119C	M	Spellman_1998
YLR057W	M	Spellman_1998
YMR253C	M	Spellman_1998
YHL040C	M	Spellman_1998
YOR049C	M	Spellman_1998
YNL058C	M	Spellman_1998
YGR143W	M	Spellman_1998
YOL070C	M	Spellman_1998
YEL025C	M	Spellman_1998
YHR151C	M	Spellman_1998
YGR284C	M	Spellman_1998
YPL095C	M	Spellman_1998
YLR100W	M	Spellman_1998
YNL056W	M	Spellman_1998
YDL039C	M	Spellman_1998
YAL040C	M	Spellman_1998
YMR031C	M	Spellman_1998
YDL037C	M	Spellman_1998
YHR215W	M	Spellman_1998
YDR033W	M	Spellman_1998
YNL057W	M	Spellman_1998
YMR254C	M	Spellman_1998
YER145C	M	Spellman_1998
YBR092C	M	Spellman_1998
YHL026C	M	Spellman_1998
YPL061W	M	Spellman_1998
YGR065C	M	Spellman_1998
YGR146C	M	Spellman_1998
YGR092W	M	Spellman_1998
YML050W	M	Spellman_1998
YCL065W	M	Spellman_1998
YBR287W	M	Spellman_1998
YLR254C	M	Spellman_1998
YIL168W	M	Spellman_1998
YKR042W	M	Spellman_1998
YAR018C	M	Spellman_1998
YLR297W	M	Spellman_1998
YKR079C	M	Spellman_1998
YOR229W	M	Spellman_1998
YDR380W	M	Spellman_1998
YCR040W	M	Spellman_1998
YCL066W	M	Spellman_1998
YLR413W	M	Spellman_1998
YDL128W	M	Spellman_1998
YIL121W	M	Spellman_1998
YCR042C	M	Spellman_1998
YAL022C	M	Spellman_1998
YDR190C	M	Spellman_1998
YAR071W	M	Spellman_1998
YCR041W	M	Spellman_1998
YBR200W	M	Spellman_1998
YNL145W	M	Spellman_1998
YBR202W	M	Spellman_1998
YBR054W	M	Spellman_1998
YKL209C	M	Spellman_1998
YDL138W	M	Spellman_1998
YFL026W	M	Spellman_1998
YDR337W	M	Spellman_1998
YBL023C	M	Spellman_1998
YFL006W	M	Spellman_1998
YJL079C	M	Spellman_1998
YLR347C	M	Spellman_1998
YPR019W	M	Spellman_1998
YJL157C	M	Spellman_1998
YGL201C	M	Spellman_1998
YFR002W	M	Spellman_1998
YIL167W	M	Spellman_1998
YGR230W	M	Spellman_1998
YDR077W	M	Spellman_1998
Q0020	Mito	SGD
Q0045	Mito	SGD
Q0060	Mito	SGD
Q0050	Mito	SGD
Q0055	Mito	SGD
Q0070	Mito	SGD
Q0065	Mito	SGD
Q0075	Mito	SGD
Q0080	Mito	SGD
Q0085	Mito	SGD
Q0120	Mito	SGD
Q0110	Mito	SGD
Q0115	Mito	SGD
Q0105	Mito	SGD
Q0130	Mito	SGD
Q0140	Mito	SGD
Q0158	Mito	SGD
Q0160	Mito	SGD
Q0250	Mito	SGD
Q0255	Mito	SGD
Q0275	Mito	SGD
